OBJECTID,landcoversLandCoverId,landcoversDataSource,landcoversMeasuredAt,siteName,landcoversMeasurementLatitude,landcoversMeasurementLongitude,elevation,landcoversMeasurementElevation,landcoversMucCode,landcoversMucDetails,landcoversMucDescription,landcoversDownwardExtraData,landcoversDownwardPhotoUrl,landcoversDryGround,landcoversEastClassifications,landcoversEastExtraData,landcoversEastPhotoUrl,landcoversFieldNotes,landcoversLeavesOnTrees,landcoversMuddy,landcoversNorthClassifications,landcoversNorthExtraData,landcoversNorthPhotoUrl,landcoversRainingSnowing,landcoversSnowIce,landcoversSouthClassifications,landcoversSouthExtraData,landcoversSouthPhotoUrl,landcoversStandingWater,landcoversUpwardExtraData,landcoversUpwardPhotoUrl,landcoversWestClassifications,landcoversWestExtraData,landcoversWestPhotoUrl
317,32050,GLOBE Observer App,6/13/20 15:58,18TWK304757,40.43220139,-74.64129639,18,21.79999924,null,,null,"(source: app, (compassData.horizon: -84.44181783223682))",https://data.globe.gov/system/photos/2020/06/13/1682290/original.jpg,TRUE,null,"(source: app, (compassData.horizon: -9.994089222425984))",https://data.globe.gov/system/photos/2020/06/13/1682286/original.jpg,Creek slightly visible in South picture bottom right hand corner,TRUE,FALSE,null,"(source: app, (compassData.horizon: -9.807000269084938))",https://data.globe.gov/system/photos/2020/06/13/1682285/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: -9.32357717923665))",https://data.globe.gov/system/photos/2020/06/13/1682287/original.jpg,TRUE,"(source: app, (compassData.horizon: 88.5961888907274))",https://data.globe.gov/system/photos/2020/06/13/1682289/original.jpg,null,"(source: app, (compassData.horizon: -12.28537847996509))",https://data.globe.gov/system/photos/2020/06/13/1682288/original.jpg
318,32051,GLOBE Observer App,6/13/20 16:04,18TWK309754,40.42879868,-74.6352005,25.10000038,25.29999924,null,,null,"(source: app, (compassData.horizon: -86.23524538156147))",https://data.globe.gov/system/photos/2020/06/13/1682296/original.jpg,TRUE,null,"(source: app, (compassData.horizon: -19.447704530906947))",https://data.globe.gov/system/photos/2020/06/13/1682292/original.jpg,(none),TRUE,FALSE,null,"(source: app, (compassData.horizon: -20.3054272968036))",https://data.globe.gov/system/photos/2020/06/13/1682291/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: -22.49964508176008))",https://data.globe.gov/system/photos/2020/06/13/1682293/original.jpg,FALSE,"(source: app, (compassData.horizon: 87.40868425427206))",https://data.globe.gov/system/photos/2020/06/13/1682295/original.jpg,null,"(source: app, (compassData.horizon: -20.68420581195015))",https://data.globe.gov/system/photos/2020/06/13/1682294/original.jpg
319,32054,GLOBE Observer App,6/13/20 13:43,14SQB128729,33.17459869,-96.71720123,225.5,225.5,null,,null,"(source: app, (compassData.horizon: -86.9))",https://data.globe.gov/system/photos/2020/06/13/1682431/original.jpg,TRUE,null,"(source: app, (compassData.horizon: -7.3999999999999915))",https://data.globe.gov/system/photos/2020/06/13/1682427/original.jpg,Next to guidepost Montessori,TRUE,TRUE,null,"(source: app, (compassData.horizon: -12))",https://data.globe.gov/system/photos/2020/06/13/1682426/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: -5.299999999999997))",https://data.globe.gov/system/photos/2020/06/13/1682428/original.jpg,FALSE,"(source: app, (compassData.horizon: 89.2))",https://data.globe.gov/system/photos/2020/06/13/1682430/original.jpg,null,"(source: app, (compassData.horizon: -5.3999999999999915))",https://data.globe.gov/system/photos/2020/06/13/1682429/original.jpg
320,32055,GLOBE Observer App,6/13/20 13:55,14SQB133729,33.17430115,-96.71170044,233.699997,233.3000031,null,,null,"(source: app, (compassData.horizon: -85.7))",https://data.globe.gov/system/photos/2020/06/13/1682437/original.jpg,TRUE,null,"(source: app, (compassData.horizon: -10.099999999999994))",https://data.globe.gov/system/photos/2020/06/13/1682433/original.jpg,(none),TRUE,FALSE,null,"(source: app, (compassData.horizon: -10.799999999999997))",https://data.globe.gov/system/photos/2020/06/13/1682432/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: -11.599999999999994))",https://data.globe.gov/system/photos/2020/06/13/1682434/original.jpg,FALSE,"(source: app, (compassData.horizon: 83.6))",https://data.globe.gov/system/photos/2020/06/13/1682436/original.jpg,null,"(source: app, (compassData.horizon: -9.399999999999991))",https://data.globe.gov/system/photos/2020/06/13/1682435/original.jpg
321,32058,GLOBE Observer App,6/13/20 18:50,16SGC523405,33.77489853,-84.27529907,327.2000122,326.5,null,,null,"(source: app, (compassData.horizon: -88.99298754869224))",https://data.globe.gov/system/photos/2020/06/13/1682647/original.jpg,TRUE,null,"(source: app, (compassData.horizon: 5.239972372032469))",https://data.globe.gov/system/photos/2020/06/13/1682643/original.jpg,Adopt a pixel observation. This is on the street next to an apartment complex.,TRUE,FALSE,null,"(source: app, (compassData.horizon: 4.388593288084039))",https://data.globe.gov/system/photos/2020/06/13/1682641/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: 9.864363717581298))",https://data.globe.gov/system/photos/2020/06/13/1682644/original.jpg,FALSE,"(source: app, (compassData.horizon: 86.67592246657641))",https://data.globe.gov/system/photos/2020/06/13/1682646/original.jpg,null,"(source: app, (compassData.horizon: 3.8872777914191374))",https://data.globe.gov/system/photos/2020/06/13/1682645/original.jpg
322,32059,GLOBE Observer App,6/13/20 18:55,16SGC518405,33.77500153,-84.28029633,322.7000122,324.6000061,null,,null,"(source: app, (compassData.horizon: -88.38983552288715))",https://data.globe.gov/system/photos/2020/06/13/1682659/original.jpg,TRUE,null,"(source: app, (compassData.horizon: 7.311046734689214))",https://data.globe.gov/system/photos/2020/06/13/1682655/original.jpg,Adopt a pixel observation. This is an abandoned parking lot next to an abandoned building for sale.,FALSE,FALSE,null,"(source: app, (compassData.horizon: 7.379674829502903))",https://data.globe.gov/system/photos/2020/06/13/1682654/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: 9.42124912406392))",https://data.globe.gov/system/photos/2020/06/13/1682656/original.jpg,FALSE,"(source: app, (compassData.horizon: 89.82197218984493))",https://data.globe.gov/system/photos/2020/06/13/1682658/original.jpg,null,"(source: app, (compassData.horizon: 3.291253933558977))",https://data.globe.gov/system/photos/2020/06/13/1682657/original.jpg
323,32060,GLOBE Observer App,6/13/20 19:00,16SGC514405,33.77500153,-84.28510284,316.5,316.7000122,null,,null,"(source: app, (compassData.horizon: -86.60993161562443))",https://data.globe.gov/system/photos/2020/06/13/1682680/original.jpg,TRUE,null,"(source: app, (compassData.horizon: 4.933121477623175))",https://data.globe.gov/system/photos/2020/06/13/1682676/original.jpg,Adopt a pixel observation. This is a neighborhood street by the subway station.,TRUE,FALSE,null,"(source: app, (compassData.horizon: 5.442001984244044))",https://data.globe.gov/system/photos/2020/06/13/1682675/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: 11.12814383304675))",https://data.globe.gov/system/photos/2020/06/13/1682677/original.jpg,FALSE,"(source: app, (compassData.horizon: 84.93193272979238))",https://data.globe.gov/system/photos/2020/06/13/1682679/original.jpg,null,"(source: app, (compassData.horizon: 4.750771284663884))",https://data.globe.gov/system/photos/2020/06/13/1682678/original.jpg
324,32061,GLOBE Observer App,6/13/20 19:05,16SGC509404,33.77460098,-84.2901001,315.6000061,315.6000061,null,,null,"(source: app, (compassData.horizon: -87.20681711855828))",https://data.globe.gov/system/photos/2020/06/13/1682686/original.jpg,TRUE,null,"(source: app, (compassData.horizon: 8.585380091679411))",https://data.globe.gov/system/photos/2020/06/13/1682682/original.jpg,Adopt a pixel ovservation,TRUE,FALSE,null,"(source: app, (compassData.horizon: 11.05634697210958))",https://data.globe.gov/system/photos/2020/06/13/1682681/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: 8.074914422774455))",https://data.globe.gov/system/photos/2020/06/13/1682683/original.jpg,FALSE,"(source: app, (compassData.horizon: -50.590094639193616))",https://data.globe.gov/system/photos/2020/06/13/1682685/original.jpg,null,"(source: app, (compassData.horizon: 12.66790673674953))",https://data.globe.gov/system/photos/2020/06/13/1682684/original.jpg
325,32067,GLOBE Observer App,6/13/20 19:10,16SGC505404,33.77479935,-84.2947998,312.6000061,313,null,,null,"(source: app, (compassData.horizon: -86.26569739228472))",https://data.globe.gov/system/photos/2020/06/13/1682726/original.jpg,TRUE,null,"(source: app, (compassData.horizon: 16.24148497617398))",https://data.globe.gov/system/photos/2020/06/13/1682722/original.jpg,Adopt a pixel observation. This is downtown where there are lots of storefronts.,TRUE,FALSE,null,"(source: app, (compassData.horizon: 5.047679274434117))",https://data.globe.gov/system/photos/2020/06/13/1682721/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: 9.029260551221938))",https://data.globe.gov/system/photos/2020/06/13/1682723/original.jpg,FALSE,"(source: app, (compassData.horizon: 76.75718985184494))",https://data.globe.gov/system/photos/2020/06/13/1682725/original.jpg,null,"(source: app, (compassData.horizon: 12.69324710780809))",https://data.globe.gov/system/photos/2020/06/13/1682724/original.jpg
326,32068,GLOBE Observer App,6/13/20 19:16,16SGC505399,33.77000046,-84.29470062,315.8999939,314.7999878,null,,null,"(source: app, (compassData.horizon: -89.35116936588862))",https://data.globe.gov/system/photos/2020/06/13/1682738/original.jpg,TRUE,null,"(source: app, (compassData.horizon: 4.467243354866767))",https://data.globe.gov/system/photos/2020/06/13/1682734/original.jpg,Adopt a pixel observation. This is the Agnes Scott College campus.,TRUE,TRUE,null,"(source: app, (compassData.horizon: 4.00512124112214))",https://data.globe.gov/system/photos/2020/06/13/1682733/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: 4.26977523387994))",https://data.globe.gov/system/photos/2020/06/13/1682735/original.jpg,FALSE,"(source: app, (compassData.horizon: 72.32433602626026))",https://data.globe.gov/system/photos/2020/06/13/1682737/original.jpg,null,"(source: app, (compassData.horizon: 6.83577825684624))",https://data.globe.gov/system/photos/2020/06/13/1682736/original.jpg
327,32070,GLOBE Observer App,6/13/20 19:27,16SGC505387,33.75960159,-84.29519653,306.5,312.7000122,null,,null,"(source: app, (compassData.horizon: -86.38396988181078))",https://data.globe.gov/system/photos/2020/06/13/1682757/original.jpg,TRUE,null,"(source: app, (compassData.horizon: 11.803334934041985))",https://data.globe.gov/system/photos/2020/06/13/1682751/original.jpg,Adopt a pixel observation,TRUE,FALSE,null,"(source: app, (compassData.horizon: -2.163602917114943))",https://data.globe.gov/system/photos/2020/06/13/1682750/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: 13.912465784251026))",https://data.globe.gov/system/photos/2020/06/13/1682753/original.jpg,FALSE,"(source: app, (compassData.horizon: 45.63077973263493))",https://data.globe.gov/system/photos/2020/06/13/1682755/original.jpg,null,"(source: app, (compassData.horizon: -1.520194556561961))",https://data.globe.gov/system/photos/2020/06/13/1682754/original.jpg
328,32071,GLOBE Observer App,6/13/20 19:34,16SGC510388,33.75970078,-84.28939819,306.3999939,307.5,null,,null,"(source: app, (compassData.horizon: -88.86028126135093))",https://data.globe.gov/system/photos/2020/06/13/1682772/original.jpg,TRUE,null,"(source: app, (compassData.horizon: 7.424457352601934))",https://data.globe.gov/system/photos/2020/06/13/1682768/original.jpg,Adopt a pixel observation,TRUE,FALSE,null,"(source: app, (compassData.horizon: 6.4457453832959))",https://data.globe.gov/system/photos/2020/06/13/1682767/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: 4.791655029675198))",https://data.globe.gov/system/photos/2020/06/13/1682769/original.jpg,FALSE,"(source: app, (compassData.horizon: 78.3488570353714))",https://data.globe.gov/system/photos/2020/06/13/1682771/original.jpg,null,"(source: app, (compassData.horizon: -6.036432911951181))",https://data.globe.gov/system/photos/2020/06/13/1682770/original.jpg
329,32072,GLOBE Observer App,6/13/20 19:38,16SGC509393,33.76490021,-84.29019928,305.7999878,300.6000061,null,,null,"(source: app, (compassData.horizon: -88.33963466080502))",https://data.globe.gov/system/photos/2020/06/13/1682778/original.jpg,TRUE,null,"(source: app, (compassData.horizon: 5.104634402779183))",https://data.globe.gov/system/photos/2020/06/13/1682774/original.jpg,Adopt a pixel observation. This is Winona park elementary school.,TRUE,FALSE,null,"(source: app, (compassData.horizon: 5.515444151065353))",https://data.globe.gov/system/photos/2020/06/13/1682773/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: 4.463338825098347))",https://data.globe.gov/system/photos/2020/06/13/1682775/original.jpg,FALSE,"(source: app, (compassData.horizon: -33.33370505378243))",https://data.globe.gov/system/photos/2020/06/13/1682777/original.jpg,null,"(source: app, (compassData.horizon: 15.343052926673934))",https://data.globe.gov/system/photos/2020/06/13/1682776/original.jpg
330,32073,GLOBE Observer App,6/13/20 19:42,16SGC509399,33.76990128,-84.29019928,316.3999939,311.2999878,null,,null,"(source: app, (compassData.horizon: -85.48441381082547))",https://data.globe.gov/system/photos/2020/06/13/1682790/original.jpg,TRUE,null,"(source: app, (compassData.horizon: 9.087747039917318))",https://data.globe.gov/system/photos/2020/06/13/1682786/original.jpg,Adopt a pixel observation. No mosquito hábitats.,TRUE,FALSE,null,"(source: app, (compassData.horizon: 4.610502662025539))",https://data.globe.gov/system/photos/2020/06/13/1682785/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: 7.407875291619405))",https://data.globe.gov/system/photos/2020/06/13/1682787/original.jpg,FALSE,"(source: app, (compassData.horizon: 25.042940529988925))",https://data.globe.gov/system/photos/2020/06/13/1682789/original.jpg,null,"(source: app, (compassData.horizon: 10.26934686223629))",https://data.globe.gov/system/photos/2020/06/13/1682788/original.jpg
331,32075,GLOBE Observer App,6/13/20 19:46,16SGC515400,33.77050018,-84.28420258,311.1000061,311,null,,null,"(source: app, (compassData.horizon: -85.04483659621359))",https://data.globe.gov/system/photos/2020/06/13/1682817/original.jpg,TRUE,null,"(source: app, (compassData.horizon: 11.590430479434445))",https://data.globe.gov/system/photos/2020/06/13/1682811/original.jpg,Adopt a pixel observation. This is next to the brand new Talley Street Elementsry School. To the north there is construction for the Talley Street Station.,TRUE,FALSE,null,"(source: app, (compassData.horizon: 2.068786774034166))",https://data.globe.gov/system/photos/2020/06/13/1682809/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: 8.524196108285778))",https://data.globe.gov/system/photos/2020/06/13/1682812/original.jpg,FALSE,"(source: app, (compassData.horizon: 81.58163083402242))",https://data.globe.gov/system/photos/2020/06/13/1682815/original.jpg,null,"(source: app, (compassData.horizon: 2.8254683463093357))",https://data.globe.gov/system/photos/2020/06/13/1682814/original.jpg
332,32076,GLOBE Observer App,6/13/20 19:52,16SGC518399,33.77000046,-84.2806015,312.2000122,312.8999939,null,,null,"(source: app, (compassData.horizon: -85.98679157173142))",https://data.globe.gov/system/photos/2020/06/13/1682854/original.jpg,TRUE,null,"(source: app, (compassData.horizon: 8.666712728177757))",https://data.globe.gov/system/photos/2020/06/13/1682848/original.jpg,Adopt a pixel observation. No mosquito hábitats observed.,TRUE,FALSE,null,"(source: app, (compassData.horizon: 8.678794239541787))",https://data.globe.gov/system/photos/2020/06/13/1682846/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: 8.900476751505721))",https://data.globe.gov/system/photos/2020/06/13/1682849/original.jpg,FALSE,"(source: app, (compassData.horizon: 32.39677081878142))",https://data.globe.gov/system/photos/2020/06/13/1682853/original.jpg,null,"(source: app, (compassData.horizon: 7.049766225902147))",https://data.globe.gov/system/photos/2020/06/13/1682851/original.jpg
333,32077,GLOBE Observer App,6/13/20 19:56,16SGC524399,33.76990128,-84.27449799,308.2999878,311.8999939,null,,null,"(source: app, (compassData.horizon: -78.22148167003307))",https://data.globe.gov/system/photos/2020/06/13/1682864/original.jpg,TRUE,null,"(source: app, (compassData.horizon: 12.636653623703651))",https://data.globe.gov/system/photos/2020/06/13/1682859/original.jpg,Adopt a pixel observation,TRUE,FALSE,null,"(source: app, (compassData.horizon: 7.82603838948701))",https://data.globe.gov/system/photos/2020/06/13/1682858/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: 8.558486122862547))",https://data.globe.gov/system/photos/2020/06/13/1682861/original.jpg,FALSE,"(source: app, (compassData.horizon: 70.44687328763325))",https://data.globe.gov/system/photos/2020/06/13/1682863/original.jpg,null,"(source: app, (compassData.horizon: 6.300657349216181))",https://data.globe.gov/system/photos/2020/06/13/1682862/original.jpg
334,32078,GLOBE Observer App,6/13/20 20:01,16SGC514393,33.76480103,-84.2845993,298.2999878,299.7999878,null,,null,"(source: app, (compassData.horizon: -88.72911003633922))",https://data.globe.gov/system/photos/2020/06/13/1682873/original.jpg,TRUE,null,"(source: app, (compassData.horizon: 7.255197122842546))",https://data.globe.gov/system/photos/2020/06/13/1682868/original.jpg,Winona park neighborhood by the Colombia Theological Seminary. Adopt a pixel observation,TRUE,FALSE,null,"(source: app, (compassData.horizon: 10.642279906410337))",https://data.globe.gov/system/photos/2020/06/13/1682867/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: 5.235998255197018))",https://data.globe.gov/system/photos/2020/06/13/1682870/original.jpg,FALSE,"(source: app, (compassData.horizon: 61.79020303475965))",https://data.globe.gov/system/photos/2020/06/13/1682872/original.jpg,null,"(source: app, (compassData.horizon: 7.919970953105789))",https://data.globe.gov/system/photos/2020/06/13/1682871/original.jpg
